features_id,bedrooms,bathrooms,squareFootage,features,lotSize
101,3.0,1.0,1184.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'floorCount': 1, 'foundationType': 'Other', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 4, 'unitCount': 1}",9708.0
102,3.0,1.0,820.0,"{'architectureType': 'Colonial', 'cooling': True, 'coolingType': 'Central', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'exteriorType': 'Stucco', 'floorCount': 2}",0.0
103,0.0,0.0,1109.0,"{'architectureType': 'Ranch', 'exteriorType': 'Brick', 'floorCount': 1, 'heating': True, 'unitCount': 1}",7100.0
104,3.0,2.5,2326.0,"{'architectureType': 'Traditional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 12, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 7, 'unitCount': 1}",6996.0
105,3.0,2.5,2268.0,"{'architectureType': 'Colonial', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick / Stone', 'floorCount': 2, 'foundationType': 'Raised', 'heating': True, 'heatingType': 'Central', 'roomCount': 8, 'unitCount': 1}",11761.0
106,3.0,1.5,943.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 5, 'unitCount': 1}",6055.0
107,0.0,0.0,1824.0,"{'architectureType': 'Duplex', 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'unitCount': 2}",2400.0
108,3.0,2.0,1206.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Detached Garage', 'heating': True, 'heatingType': 'Central'}",7048.0
109,4.0,2.0,2764.0,"{'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Block', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 8}",9106.0
110,3.0,2.0,1248.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Garage', 'heating': True, 'roomCount': 6, 'unitCount': 1}",0.0
111,4.0,2.0,1096.0,"{'architectureType': 'Split Level', 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'unitCount': 1}",10019.0
112,2.0,2.0,975.0,Unknown,0.0
113,4.0,3.5,3451.0,"{'architectureType': 'Contemporary', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Combination', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 10, 'unitCount': 1}",8008.0
114,3.0,1.0,1176.0,"{'architectureType': 'Conventional', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'heating': True, 'heatingType': 'Baseboard', 'roomCount': 5}",7187.0
115,5.0,4.5,3271.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stone', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 10, 'unitCount': 1}",10890.0
116,1.0,1.0,672.0,Unknown,1307.0
117,3.0,3.5,1640.0,"{'architectureType': 'Townhouse', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Siding', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 1, 'garageType': 'Basement', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Composition Shingle', 'unitCount': 1}",2045.0
118,3.0,2.0,1725.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete', 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'roomCount': 8, 'architectureType': 'Conventional', 'heating': True, 'heatingType': 'Hot Water'}",8712.0
119,4.0,1.0,2612.0,"{'exteriorType': 'Other', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Attached', 'heating': True, 'roofType': 'Asphalt', 'roomCount': 8}",19210.0
120,0.0,0.0,0.0,Unknown,13068.0
121,2.0,2.5,1584.0,"{'architectureType': 'Townhouse', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 2, 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 5, 'unitCount': 1}",1568.0
122,3.0,1.5,1118.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Other', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 6, 'unitCount': 1, 'foundationType': 'Raised'}",6042.0
123,0.0,0.0,0.0,"{'garage': True, 'garageSpaces': 5, 'garageType': 'Mixed'}",4792.0
124,4.0,2.5,1888.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Electric', 'roomCount': 8, 'unitCount': 1}",19602.0
125,2.0,1.0,2315.0,"{'exteriorType': 'Log', 'floorCount': 2, 'heating': True, 'heatingType': 'Radiant', 'roofType': 'Metal', 'roomCount': 7, 'unitCount': 1}",39640.0
126,3.0,2.0,1618.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 9, 'unitCount': 1}",12804.0
127,3.0,1.0,976.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'foundationType': 'Raised', 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Central', 'roomCount': 5}",4966.0
128,3.0,2.0,950.0,Unknown,0.0
129,4.0,2.0,2412.0,"{'unitCount': 1, 'floorCount': 1, 'garage': True, 'garageType': 'Detached', 'roomCount': 7}",8344.0
130,0.0,3.0,1832.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Footing', 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'pool': True, 'roofType': 'Composition Shingle', 'unitCount': 1}",7349.0
131,4.0,2.5,2330.0,"{'architectureType': 'Colonial', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 2, 'foundationType': 'Other', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 8, 'unitCount': 1}",8712.0
132,4.0,3.0,1584.0,"{'architectureType': 'Modern', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Floor / Wall', 'pool': True, 'roomCount': 9, 'unitCount': 1}",7056.0
133,3.0,1.5,1457.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Other', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'unitCount': 1}",7841.0
134,3.0,1.0,888.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1}",6534.0
135,3.0,2.0,2778.0,"{'architectureType': 'Split Level', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick / Stone', 'fireplace': True, 'fireplaceType': 'Prefab', 'foundationType': 'Block', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'unitCount': 1, 'floorCount': 2}",20956.0
136,4.0,6.0,8459.0,"{'cooling': True, 'coolingType': 'Commercial', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roomCount': 12, 'unitCount': 1}",25986.0
137,3.0,2.0,1185.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Commercial', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}",384062.0
138,3.0,2.5,1600.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 2, 'heating': True, 'heatingType': 'Heat Pump', 'unitCount': 1}",44431.0
139,3.0,2.0,1733.0,"{'architectureType': 'Log Cabin / Rustic', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Other', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Raised', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 5, 'unitCount': 1}",45302.0
140,3.0,1.0,1275.0,"{'architectureType': 'Cape Cod', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 5, 'unitCount': 1}",9065.0
141,2.0,1.0,1812.0,"{'floorCount': 2, 'heating': True, 'heatingType': 'Central'}",64207.0
142,3.0,3.0,1392.0,"{'architectureType': 'Split Level', 'exteriorType': 'Brick / Stone', 'floorCount': 2, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 5, 'unitCount': 1}",2236.0
143,3.0,3.0,1559.0,"{'architectureType': 'Townhouse', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Built-in', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Tile', 'roomCount': 6}",6669.0
144,2.0,1.0,672.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Wood', 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'roofType': 'Shingle', 'unitCount': 1}",4375.0
145,4.0,2.0,2282.0,"{'architectureType': 'Traditional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 1, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Central', 'roomCount': 8, 'unitCount': 1}",10768.0
146,4.0,3.0,1558.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Wood', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Concrete Tile', 'roomCount': 7, 'unitCount': 1}",5331.0
147,3.0,2.0,1696.0,"{'architectureType': 'Old Style', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick / Stone', 'floorCount': 2, 'foundationType': 'Raised', 'garage': True, 'garageType': 'Garage', 'roofType': 'Shingle'}",4032.0
148,3.0,1.0,1408.0,"{'architectureType': 'Ranch', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Raised', 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 6, 'unitCount': 1}",7876.0
149,4.0,4.0,3075.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'fireplaceType': 'Gas Log', 'floorCount': 2, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 9, 'unitCount': 1}",10454.0
150,3.0,2.5,1524.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 7, 'unitCount': 1}",11587.0
151,2.0,1.5,1360.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 4, 'unitCount': 1}",436.0
152,3.0,4.0,4030.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Commercial', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Central', 'pool': True, 'roomCount': 9, 'unitCount': 1}",23773.0
153,3.0,2.0,1570.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Baked Enamel', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",37109.0
154,3.0,3.0,1874.0,"{'cooling': True, 'coolingType': 'Commercial', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}",7017.0
155,3.0,1.0,912.0,"{'architectureType': 'Condo / Apartment', 'exteriorType': 'Brick', 'floorCount': 2, 'roomCount': 6, 'unitCount': 1, 'viewType': 'Average'}",581.0
156,4.0,2.5,2448.0,Unknown,13173.0
157,2.0,2.0,720.0,"{'exteriorType': 'Other', 'floorCount': 1, 'foundationType': 'Other', 'garage': True, 'garageType': 'Carport', 'roofType': 'Shingle', 'unitCount': 1}",9618.0
158,0.0,1.0,996.0,"{'cooling': True, 'coolingType': 'Window', 'exteriorType': 'Siding', 'floorCount': 1, 'heating': True, 'heatingType': 'Central'}",0.0
159,1.0,1.0,939.0,Unknown,0.0
160,0.0,1.0,0.0,Unknown,0.0
161,2.0,2.0,2249.0,"{'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Gas', 'roofType': 'Asphalt', 'roomCount': 6}",6098.0
162,3.0,2.0,1996.0,"{'architectureType': 'Single Story', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Tile', 'roomCount': 6, 'unitCount': 1}",6970.0
163,3.0,2.0,1970.0,"{'garage': True, 'garageType': 'Attached'}",8751.0
164,3.0,2.0,1920.0,"{'architectureType': 'Split Level', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Wood', 'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 3, 'foundationType': 'Raised', 'garage': True, 'garageSpaces': 4, 'garageType': 'Basement', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Composition Shingle', 'roomCount': 6, 'unitCount': 1}",12789.0
165,0.0,2.0,1336.0,"{'cooling': True, 'fireplace': True, 'garage': True, 'heating': True, 'unitCount': 1, 'architectureType': 'Condo / Apartment', 'coolingType': 'Commercial'}",1.0
166,4.0,2.0,1245.0,"{'architectureType': 'Split Foyer', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Vinyl', 'foundationType': 'Other', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 7, 'unitCount': 1, 'floorCount': 1}",17424.0
167,0.0,2.0,2496.0,"{'architectureType': 'Colonial', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Composition', 'floorCount': 2, 'foundationType': 'Other', 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Shingle', 'roomCount': 14, 'unitCount': 2}",9375.0
168,0.0,0.0,0.0,Unknown,30492.0
169,3.0,2.0,1902.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'foundationType': 'Pile', 'garage': True, 'garageType': 'Garage', 'roofType': 'Roll Composition', 'unitCount': 1}",9000.0
170,3.0,2.0,1600.0,"{'architectureType': 'Single Story', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Vinyl', 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 4, 'foundationType': 'Other'}",17424.0
171,3.0,1.0,1264.0,"{'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Other', 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Gas', 'roofType': 'Asphalt', 'unitCount': 1}",8996.0
172,3.0,2.5,2075.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'fireplace': True, 'fireplaceType': '2 Story', 'floorCount': 1, 'foundationType': 'Wood', 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Shingle', 'roomCount': 8, 'unitCount': 1}",69260.0
173,3.0,2.0,1766.0,"{'exteriorType': 'Stucco', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'pool': True, 'roofType': 'Shingle', 'unitCount': 1}",11500.0
174,3.0,2.0,1157.0,"{'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Wood Shingle', 'roomCount': 5, 'unitCount': 1}",6847.0
175,3.0,2.5,1730.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 2, 'heating': True, 'heatingType': 'Central', 'roomCount': 6, 'unitCount': 1}",0.0
176,0.0,1.0,725.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Commercial', 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1}",5227.0
177,0.0,1.0,700.0,"{'architectureType': 'Mobile Home', 'floorCount': 1}",0.0
178,3.0,2.0,1198.0,"{'architectureType': 'Split Level', 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'unitCount': 1}",10890.0
179,2.0,1.0,1090.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 5, 'unitCount': 1}",5931.0
180,3.0,1.0,1072.0,"{'garage': True, 'garageType': 'Garage'}",9627.0
181,3.0,2.0,1338.0,"{'architectureType': 'Traditional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 1, 'foundationType': 'Other', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 5, 'unitCount': 1}",43560.0
182,0.0,1.5,1942.0,"{'architectureType': 'Cape Cod', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Other', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Shingle', 'roomCount': 6, 'unitCount': 1}",10977.0
183,4.0,2.5,2818.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Stone', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 8, 'garageSpaces': 2}",7588.0
184,4.0,2.0,2664.0,"{'architectureType': 'Split Level', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick / Stone', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'roofType': 'Shingle', 'unitCount': 1}",10967.0
185,6.0,3.5,2050.0,"{'architectureType': 'Two Family', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 3, 'heating': True, 'heatingType': 'Hot Water', 'roofType': 'Asphalt', 'roomCount': 11, 'unitCount': 2}",1899.0
186,3.0,2.5,1634.0,{'unitCount': 1},8843.0
187,2.0,3.0,1627.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Wood', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 6, 'unitCount': 1}",7865.0
188,2.0,2.0,1584.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Other', 'floorCount': 1, 'foundationType': 'Other', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Tile'}",5227.0
189,3.0,2.5,3524.0,"{'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Raised', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt', 'roomCount': 11}",38080.0
190,2.0,2.0,793.0,Unknown,0.0
191,3.0,2.0,1899.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",25700.0
192,3.0,2.0,1380.0,Unknown,54450.0
193,2.0,1.0,0.0,Unknown,0.0
194,5.0,3.0,3133.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Built-in', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Tile', 'roomCount': 8, 'unitCount': 1}",6098.0
195,3.0,2.5,1172.0,"{'architectureType': 'Bi-Level', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Basement', 'heating': True, 'heatingType': 'Gas', 'roomCount': 6, 'unitCount': 1}",9627.0
196,3.0,2.0,992.0,"{'architectureType': 'Condo / Apartment', 'exteriorType': 'Other', 'floorCount': 1, 'foundationType': 'Other', 'pool': True, 'poolType': 'Pool and Hot Tub / Spa', 'roofType': 'Built-up (Layered Asphalt)', 'roomCount': 5, 'unitCount': 1}",0.0
197,4.0,2.5,1842.0,"{'exteriorType': 'Stucco', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'unitCount': 1}",7475.0
198,3.0,1.0,1465.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Shake', 'unitCount': 1}",6825.0
199,0.0,0.0,0.0,{'unitCount': 1},1.0
